Date,Year,Quarter,Month,Platform,Network,Program,Genre,Daypart,Advertiser,Advertiser_Industry,Campaign_ID,Ad_Duration_Sec,Region,Device_Type,Booked_Impressions,Delivered_Impressions,Fill_Rate,CPM,Gross_Revenue,Agency_Fee_Pct,Net_Revenue,Inventory_Units,Sold_Units,Under_Delivery_Flag
2025-03-23,2025,Q1,Mar,Linear TV,National One,Evening Report,News,Early Morning,NorthStar Auto,Auto,CMP-2025-1586,15,Northeast,TV,707800,685681,0.9687,18.63,12774.24,0.12,11241.33,10,10,N
2025-03-23,2025,Q1,Mar,Linear TV,National One,Family Nights,Comedy,Late Night,ShopSquare,Retail,CMP-2025-2898,30,Midwest,TV,1190989,1282522,1.0769,13.92,17852.71,0.1,16067.44,18,18,N
2025-03-23,2025,Q1,Mar,Linear TV,National One,City Stories,Drama,Prime,BrightCard,Finance,CMP-2025-6316,30,Northeast,TV,888697,841805,0.9472,35.25,29673.63,0.12,26112.79,10,9,N
2025-03-23,2025,Q1,Mar,Linear TV,National One,Morning News,News,Prime,SoundBox,Entertainment,CMP-2025-7773,30,National,TV,1071007,870176,0.8125,24.82,21597.77,0.12,19006.04,18,15,Y
2025-03-23,2025,Q1,Mar,Streaming,PlayWave,Reality Live,Reality,Daytime,HomeHub,Retail,CMP-2025-7088,30,National,Tablet,109014,108968,0.9996,24.82,2704.59,0.12,2380.04,2,2,N
2025-03-23,2025,Q1,Mar,Streaming,PlayWave,Reality Live,Reality,Prime,HealthCore Pharma,Pharma,CMP-2025-8361,30,National,Web,542085,499575,0.9216,44.32,22141.16,0.1,19927.04,6,6,N
2025-03-23,2025,Q1,Mar,Linear TV,Prime Network,Evening Report,News,Prime,Golden Foods,Food & Beverage,CMP-2025-6714,30,West,TV,220951,209841,0.9497,29.62,6215.49,0.15,5283.17,2,2,N
2025-03-23,2025,Q1,Mar,Linear TV,Prime Network,Family Nights,Comedy,Early Fringe,CloudWorks,Technology,CMP-2025-6890,30,Northeast,TV,562038,522448,0.9296,24.74,12925.36,0.15,10986.56,11,10,N
2025-03-23,2025,Q1,Mar,Streaming,StreamNow,World Tonight,News,Late Night,Star Studios,Entertainment,CMP-2025-4435,15,Midwest,Mobile,487194,486599,0.9988,22.36,10880.35,0.12,9574.71,8,8,N
2025-03-23,2025,Q1,Mar,Streaming,StreamNow,Championship Studio,Sports,Early Morning,FreshBite,Food & Beverage,CMP-2025-5617,30,National,Mobile,806828,766362,0.9498,25.2,19312.32,0.15,16415.47,13,12,N
2025-03-23,2025,Q1,Mar,Streaming,StreamNow,Evening Report,News,Prime,Vertex Devices,Technology,CMP-2025-7696,30,National,Connected TV,326151,311628,0.9555,52.46,16348.0,0.12,14386.24,5,5,N
2025-03-23,2025,Q1,Mar,Streaming,StreamNow,Family Nights,Comedy,Daytime,WaveTel,Telecom,CMP-2025-9094,15,South,Connected TV,198951,211631,1.0637,22.69,4801.91,0.1,4321.72,3,3,N
2025-03-23,2025,Q1,Mar,Streaming,ViewPoint,Evening Report,News,Daytime,Bright Pictures,Entertainment,CMP-2025-2695,30,West,Connected TV,583389,544409,0.9332,29.8,16223.39,0.15,13789.88,12,11,N
2025-03-23,2025,Q1,Mar,Streaming,ViewPoint,Action Showcase,Movies,Daytime,HomeHub,Retail,CMP-2025-5351,30,National,Connected TV,370469,319528,0.8625,21.4,6837.9,0.15,5812.21,5,4,Y
2025-03-23,2025,Q1,Mar,Streaming,ViewPoint,Family Nights,Comedy,Late Night,WaveTel,Telecom,CMP-2025-5880,30,Midwest,Connected TV,111733,112654,1.0082,30.79,3468.62,0.1,3121.76,2,2,N
2025-03-23,2025,Q1,Mar,Streaming,ViewPoint,Family Nights,Comedy,Daytime,SecureBank,Finance,CMP-2025-6447,30,National,Connected TV,186589,176962,0.9484,25.76,4558.54,0.12,4011.52,2,2,N
2025-03-23,2025,Q1,Mar,Linear TV,Vista Broadcast,Movie Premiere,Movies,Prime,NextLine,Telecom,CMP-2025-1077,30,National,TV,1036782,955057,0.9212,30.06,28709.01,0.1,25838.11,18,17,N
2025-03-23,2025,Q1,Mar,Linear TV,Vista Broadcast,Family Movie,Movies,Prime,BrightCard,Finance,CMP-2025-3856,15,National,TV,731099,682092,0.933,30.92,21090.28,0.12,18559.45,13,12,N
2025-03-23,2025,Q1,Mar,Linear TV,Vista Broadcast,Championship Studio,Sports,Daytime,PlayHouse,Entertainment,CMP-2025-8108,30,National,TV,1210616,1156019,0.9549,25.86,29894.65,0.15,25410.45,13,12,N
2025-03-23,2025,Q1,Mar,Linear TV,Vista Broadcast,Studio Comedy,Comedy,Early Morning,FreshBite,Food & Beverage,CMP-2025-8824,30,Midwest,TV,1337619,1433705,1.0718,13.93,19971.51,0.1,17974.36,24,24,N
2025-03-23,2025,Q1,Mar,Linear TV,Vista Broadcast,Classic Cinema,Movies,Early Morning,NextLine,Telecom,CMP-2025-9467,30,National,TV,344434,323020,0.9378,14.01,4525.51,0.15,3846.68,6,6,N
2025-03-23,2025,Q1,Mar,Streaming,Vista+,Classic Cinema,Movies,Daytime,NorthStar Auto,Auto,CMP-2025-1945,60,National,Connected TV,101107,109037,1.0784,37.46,4084.53,0.1,3676.08,1,1,N
2025-03-23,2025,Q1,Mar,Streaming,Vista+,Talent Stage,Reality,Daytime,Everyday Retail,Retail,CMP-2025-2673,15,National,Connected TV,522666,402622,0.7703,22.92,9228.1,0.15,7843.89,7,5,Y
2025-03-23,2025,Q1,Mar,Streaming,Vista+,Movie Premiere,Movies,Prime,FreshBite,Food & Beverage,CMP-2025-3595,30,Northeast,Mobile,899291,933250,1.0378,29.76,27773.52,0.15,23607.49,11,11,N
2025-03-23,2025,Q1,Mar,Streaming,Vista+,Legacy,Drama,Prime,NextLine,Telecom,CMP-2025-5186,30,South,Mobile,647068,633631,0.9792,46.48,29451.17,0.12,25917.03,11,11,N
2025-03-23,2025,Q1,Mar,Streaming,Vista+,Family Movie,Movies,Early Fringe,Metro Wireless,Telecom,CMP-2025-9993,30,Northeast,Web,293172,275475,0.9396,26.28,7239.48,0.12,6370.74,3,3,N
2025-03-24,2025,Q1,Mar,Linear TV,Metro TV,Market Desk,News,Daytime,ConnectMobile,Telecom,CMP-2025-1244,15,National,TV,1046261,1111269,1.0621,19.69,21880.89,0.15,18598.76,21,21,N
2025-03-24,2025,Q1,Mar,Linear TV,Metro TV,House Challenge,Reality,Prime,Pure Drinks,Food & Beverage,CMP-2025-2903,30,National,TV,763152,781504,1.024,22.48,17568.21,0.1,15811.39,9,9,N
2025-03-24,2025,Q1,Mar,Linear TV,Metro TV,Classic Cinema,Movies,Prime,NovaMed,Pharma,CMP-2025-8911,30,National,TV,1215221,1282210,1.0551,35.23,45172.26,0.12,39751.59,23,23,N
2025-03-24,2025,Q1,Mar,Linear TV,National One,Market Desk,News,Prime,CloudWorks,Technology,CMP-2025-4695,30,National,TV,1237140,1283947,1.0378,33.37,42845.31,0.1,38560.78,14,14,N
2025-03-24,2025,Q1,Mar,Linear TV,National One,Evening Report,News,Early Fringe,ConnectMobile,Telecom,CMP-2025-5908,30,National,TV,261616,259431,0.9916,24.2,6278.23,0.1,5650.41,4,4,N
2025-03-24,2025,Q1,Mar,Linear TV,National One,Family Nights,Comedy,Prime,UrbanMart,Retail,CMP-2025-5998,30,National,TV,1436392,1408205,0.9804,25.62,36078.21,0.15,30666.48,28,27,N
2025-03-24,2025,Q1,Mar,Linear TV,National One,World Tonight,News,Late Night,NovaMed,Pharma,CMP-2025-8724,15,National,TV,250527,196816,0.7856,21.41,4213.83,0.15,3581.76,3,2,Y
2025-03-24,2025,Q1,Mar,Streaming,PlayWave,Night Shift,Drama,Daytime,PlayHouse,Entertainment,CMP-2025-2100,30,National,Connected TV,542292,557104,1.0273,30.14,16791.11,0.12,14776.18,11,11,N
2025-03-24,2025,Q1,Mar,Streaming,PlayWave,Prime Drama,Drama,Prime,WellLife,Pharma,CMP-2025-4830,15,West,Web,737669,680017,0.9218,42.22,28710.32,0.12,25265.08,13,12,N
2025-03-24,2025,Q1,Mar,Streaming,PlayWave,City Stories,Drama,Prime,NovaMed,Pharma,CMP-2025-9067,30,Northeast,Connected TV,154478,161427,1.045,64.17,10358.77,0.1,9322.89,1,1,N
2025-03-24,2025,Q1,Mar,Streaming,PlayWave,Prime Drama,Drama,Prime,Pure Drinks,Food & Beverage,CMP-2025-9732,30,Midwest,Web,445390,457538,1.0273,43.42,19866.3,0.12,17482.34,6,6,N
2025-03-24,2025,Q1,Mar,Linear TV,Prime Network,Basketball Night,Sports,Late Night,ConnectMobile,Telecom,CMP-2025-7563,30,Midwest,TV,537680,556685,1.0353,29.69,16527.98,0.15,14048.78,9,9,N
2025-03-24,2025,Q1,Mar,Linear TV,Prime Network,Morning News,News,Early Morning,Summit Motors,Auto,CMP-2025-9124,30,Midwest,TV,232059,231914,0.9994,23.32,5408.23,0.1,4867.41,3,3,N
2025-03-24,2025,Q1,Mar,Streaming,StreamNow,Sports Central,Sports,Prime,NextLine,Telecom,CMP-2025-3257,30,National,Connected TV,581174,616857,1.0614,53.73,33143.73,0.15,28172.17,8,8,N
2025-03-24,2025,Q1,Mar,Streaming,StreamNow,Weekend Life,Reality,Prime,NextLine,Telecom,CMP-2025-3320,30,West,Mobile,626440,627753,1.0021,41.63,26133.36,0.12,22997.36,7,7,N
2025-03-24,2025,Q1,Mar,Streaming,StreamNow,Movie Premiere,Movies,Daytime,Apex Motors,Auto,CMP-2025-3527,30,National,Connected TV,853729,845740,0.9906,31.19,26378.63,0.15,22421.84,16,16,N
2025-03-24,2025,Q1,Mar,Streaming,StreamNow,Prime Drama,Drama,Prime,Summit Motors,Auto,CMP-2025-4511,30,West,Mobile,766240,745928,0.9735,56.72,42309.04,0.15,35962.68,10,10,N
2025-03-24,2025,Q1,Mar,Streaming,StreamNow,Comedy Hour,Comedy,Early Fringe,NextLine,Telecom,CMP-2025-7264,30,National,Connected TV,660774,669471,1.0132,34.26,22936.08,0.12,20183.75,10,10,N
2025-03-24,2025,Q1,Mar,Streaming,StreamNow,Action Showcase,Movies,Prime,NovaMed,Pharma,CMP-2025-9337,60,Northeast,Connected TV,253976,218791,0.8615,60.71,13282.8,0.15,11290.38,3,3,Y
2025-03-24,2025,Q1,Mar,Streaming,ViewPoint,Live Football,Sports,Daytime,Bright Pictures,Entertainment,CMP-2025-1292,15,National,Mobile,839833,820113,0.9765,24.52,20109.17,0.15,17092.79,13,13,N
2025-03-24,2025,Q1,Mar,Linear TV,Vista Broadcast,Championship Studio,Sports,Daytime,NextLine,Telecom,CMP-2025-1479,30,National,TV,1780631,1713285,0.9622,26.44,45299.26,0.15,38504.37,22,21,N
2025-03-24,2025,Q1,Mar,Linear TV,Vista Broadcast,Action Showcase,Movies,Early Fringe,WellLife,Pharma,CMP-2025-1493,15,National,TV,343247,357013,1.0401,24.33,8686.13,0.15,7383.21,4,4,N
2025-03-24,2025,Q1,Mar,Linear TV,Vista Broadcast,Family Movie,Movies,Early Fringe,Bright Pictures,Entertainment,CMP-2025-5276,30,Midwest,TV,899697,828008,0.9203,20.93,17330.21,0.12,15250.58,10,9,N
2025-03-24,2025,Q1,Mar,Streaming,Vista+,Family Movie,Movies,Daytime,Velocity Cars,Auto,CMP-2025-3032,30,National,Connected TV,344028,350494,1.0188,26.17,9172.43,0.15,7796.57,4,4,N
2025-03-24,2025,Q1,Mar,Streaming,Vista+,Championship Studio,Sports,Prime,NorthStar Auto,Auto,CMP-2025-9138,15,National,Connected TV,1005017,1018697,1.0136,51.59,52554.58,0.15,44671.39,17,17,N
2025-03-24,2025,Q1,Mar,Streaming,Vista+,Movie Premiere,Movies,Prime,Harvest Brands,Food & Beverage,CMP-2025-9700,30,Midwest,Mobile,761982,770849,1.0116,38.42,29616.02,0.12,26062.1,9,9,N
2025-03-25,2025,Q1,Mar,Linear TV,Metro TV,Late Laughs,Comedy,Daytime,BrightCard,Finance,CMP-2025-1179,30,Midwest,TV,1251849,1341788,1.0718,17.62,23642.3,0.12,20805.22,22,22,N
2025-03-25,2025,Q1,Mar,Linear TV,Metro TV,Classic Cinema,Movies,Early Morning,Pixel Systems,Technology,CMP-2025-4758,30,National,TV,422826,405097,0.9581,16.77,6793.48,0.1,6114.13,6,6,N
2025-03-25,2025,Q1,Mar,Linear TV,Metro TV,Weekend Life,Reality,Prime,Everyday Retail,Retail,CMP-2025-5649,30,National,TV,1094854,1140466,1.0417,29.68,33849.03,0.12,29787.15,14,14,N
2025-03-25,2025,Q1,Mar,Linear TV,Metro TV,Family Movie,Movies,Prime,Pure Drinks,Food & Beverage,CMP-2025-7647,30,National,TV,448866,458380,1.0212,23.92,10964.45,0.1,9868.01,5,5,N
2025-03-25,2025,Q1,Mar,Linear TV,Metro TV,Classic Cinema,Movies,Prime,Golden Foods,Food & Beverage,CMP-2025-9104,15,National,TV,1667860,1705050,1.0223,22.69,38687.58,0.15,32884.44,19,19,N
2025-03-25,2025,Q1,Mar,Linear TV,Metro TV,Talent Stage,Reality,Early Fringe,CloudWorks,Technology,CMP-2025-9201,30,South,TV,1043761,1006609,0.9644,20.54,20675.75,0.15,17574.39,18,17,N
2025-03-25,2025,Q1,Mar,Linear TV,Metro TV,Basketball Night,Sports,Early Fringe,HealthCore Pharma,Pharma,CMP-2025-9482,60,South,TV,560828,547648,0.9765,38.44,21051.59,0.15,17893.85,9,9,N
2025-03-25,2025,Q1,Mar,Linear TV,National One,Family Movie,Movies,Prime,BrightCard,Finance,CMP-2025-6952,15,Midwest,TV,1368455,1362656,0.9958,22.71,30945.92,0.1,27851.33,20,20,N
2025-03-25,2025,Q1,Mar,Streaming,PlayWave,Action Showcase,Movies,Daytime,BrightCard,Finance,CMP-2025-3380,30,Midwest,Mobile,595443,634880,1.0662,22.36,14195.92,0.1,12776.33,11,11,N
2025-03-25,2025,Q1,Mar,Streaming,PlayWave,House Challenge,Reality,Prime,WaveTel,Telecom,CMP-2025-4192,15,South,Connected TV,911151,883589,0.9698,30.41,26869.94,0.1,24182.95,16,16,N
2025-03-25,2025,Q1,Mar,Streaming,PlayWave,Family Movie,Movies,Prime,Apex Motors,Auto,CMP-2025-6298,15,National,Connected TV,343116,346128,1.0088,42.41,14679.29,0.1,13211.36,4,4,N
2025-03-25,2025,Q1,Mar,Streaming,PlayWave,Action Showcase,Movies,Late Night,Harvest Brands,Food & Beverage,CMP-2025-7774,15,National,Connected TV,381884,391745,1.0258,25.98,10177.54,0.15,8650.91,7,7,N
2025-03-25,2025,Q1,Mar,Linear TV,Prime Network,Studio Comedy,Comedy,Prime,SecureBank,Finance,CMP-2025-4024,15,West,TV,1321727,1321818,1.0001,22.18,29317.92,0.1,26386.13,28,28,N
2025-03-25,2025,Q1,Mar,Linear TV,Prime Network,Movie Premiere,Movies,Prime,UrbanMart,Retail,CMP-2025-5179,30,National,TV,1108054,1044741,0.9429,25.57,26714.03,0.1,24042.63,17,16,N
2025-03-25,2025,Q1,Mar,Linear TV,Prime Network,Classic Cinema,Movies,Daytime,CloudWorks,Technology,CMP-2025-5321,30,National,TV,1292924,1272931,0.9845,17.49,22263.56,0.1,20037.2,21,21,N
2025-03-25,2025,Q1,Mar,Streaming,StreamNow,Family Nights,Comedy,Early Fringe,NexaTech,Technology,CMP-2025-3862,30,National,Mobile,268603,285516,1.063,23.77,6786.72,0.12,5972.31,5,5,N
2025-03-25,2025,Q1,Mar,Streaming,StreamNow,Classic Cinema,Movies,Late Night,Pixel Systems,Technology,CMP-2025-5250,15,Midwest,Mobile,816300,807903,0.9897,24.13,19494.7,0.1,17545.23,10,10,N
2025-03-25,2025,Q1,Mar,Streaming,StreamNow,Classic Cinema,Movies,Early Fringe,SoundBox,Entertainment,CMP-2025-7406,30,South,Tablet,100976,104442,1.0343,29.29,3059.11,0.15,2600.24,1,1,N
2025-03-25,2025,Q1,Mar,Streaming,ViewPoint,Live Football,Sports,Late Night,NorthStar Auto,Auto,CMP-2025-4042,30,Northeast,Connected TV,267575,267141,0.9984,49.63,13258.21,0.15,11269.48,3,3,N
2025-03-25,2025,Q1,Mar,Streaming,ViewPoint,Prime Drama,Drama,Prime,Pure Drinks,Food & Beverage,CMP-2025-4145,30,National,Mobile,328483,342620,1.043,34.89,11954.01,0.1,10758.61,4,4,N
2025-03-25,2025,Q1,Mar,Streaming,ViewPoint,Family Movie,Movies,Late Night,WaveTel,Telecom,CMP-2025-4433,60,National,Connected TV,444845,441712,0.993,29.21,12902.41,0.12,11354.12,7,7,N
2025-03-25,2025,Q1,Mar,Streaming,ViewPoint,Championship Studio,Sports,Prime,NextLine,Telecom,CMP-2025-6317,30,National,Mobile,479396,504678,1.0527,48.29,24370.9,0.1,21933.81,6,6,N
2025-03-25,2025,Q1,Mar,Linear TV,Vista Broadcast,Family Movie,Movies,Early Morning,Metro Wireless,Telecom,CMP-2025-6416,30,National,TV,183955,183563,0.9979,16.81,3085.69,0.1,2777.12,3,3,N
2025-03-25,2025,Q1,Mar,Streaming,Vista+,Night Shift,Drama,Prime,ShopSquare,Retail,CMP-2025-3141,30,National,Connected TV,475937,453949,0.9538,50.04,22715.61,0.1,20444.05,7,7,N
2025-03-25,2025,Q1,Mar,Streaming,Vista+,Movie Premiere,Movies,Prime,Velocity Cars,Auto,CMP-2025-4763,30,National,Web,1146041,1115299,0.9732,48.44,54025.08,0.12,47542.07,14,14,N
2025-03-25,2025,Q1,Mar,Streaming,Vista+,Studio Comedy,Comedy,Prime,NorthStar Auto,Auto,CMP-2025-9398,60,West,Connected TV,181046,169113,0.9341,54.38,9196.36,0.12,8092.8,3,3,N
2025-03-26,2025,Q1,Mar,Linear TV,Metro TV,Talent Stage,Reality,Late Night,Pure Drinks,Food & Beverage,CMP-2025-3308,30,National,TV,1357867,1033466,0.7611,14.3,14778.56,0.12,13005.13,22,17,Y
2025-03-26,2025,Q1,Mar,Linear TV,Metro TV,Classic Cinema,Movies,Prime,NorthStar Auto,Auto,CMP-2025-7676,15,National,TV,1493163,1469000,0.9838,32.25,47375.25,0.1,42637.72,28,28,N
2025-03-26,2025,Q1,Mar,Linear TV,National One,Legacy,Drama,Prime,NovaMed,Pharma,CMP-2025-6103,30,West,TV,868646,839013,0.9659,38.12,31983.18,0.1,28784.86,18,17,N
2025-03-26,2025,Q1,Mar,Linear TV,National One,Basketball Night,Sports,Prime,Star Studios,Entertainment,CMP-2025-8993,15,National,TV,494220,524400,1.0611,29.81,15632.36,0.15,13287.51,6,6,N
2025-03-26,2025,Q1,Mar,Streaming,PlayWave,Classic Cinema,Movies,Early Morning,SoundBox,Entertainment,CMP-2025-1882,15,National,Tablet,619545,549226,0.8865,18.64,10237.57,0.12,9009.06,8,7,Y
2025-03-26,2025,Q1,Mar,Streaming,PlayWave,Movie Premiere,Movies,Late Night,Everyday Retail,Retail,CMP-2025-7061,15,National,Connected TV,176110,180378,1.0242,24.92,4495.02,0.12,3955.62,2,2,N
2025-03-26,2025,Q1,Mar,Linear TV,Prime Network,Evening Report,News,Early Fringe,Harvest Brands,Food & Beverage,CMP-2025-5911,15,National,TV,867111,887428,1.0234,16.86,14962.04,0.15,12717.73,12,12,N
2025-03-26,2025,Q1,Mar,Linear TV,Prime Network,Basketball Night,Sports,Prime,First Capital,Finance,CMP-2025-7596,30,National,TV,2055014,2172430,1.0571,46.04,100018.68,0.15,85015.88,29,29,N
2025-03-26,2025,Q1,Mar,Linear TV,Prime Network,Weekend Life,Reality,Early Morning,Metro Wireless,Telecom,CMP-2025-9091,60,South,TV,532526,497353,0.934,22.63,11255.1,0.15,9566.84,11,10,N
2025-03-26,2025,Q1,Mar,Streaming,StreamNow,Championship Studio,Sports,Late Night,UrbanMart,Retail,CMP-2025-6960,15,National,Mobile,198071,213639,1.0786,34.46,7362.0,0.12,6478.56,2,2,N
2025-03-26,2025,Q1,Mar,Streaming,StreamNow,Prime Drama,Drama,Early Fringe,PlayHouse,Entertainment,CMP-2025-6963,30,Northeast,Mobile,633761,646664,1.0204,33.68,21779.64,0.12,19166.08,10,10,N
2025-03-26,2025,Q1,Mar,Streaming,StreamNow,Prime Drama,Drama,Early Fringe,Union Financial,Finance,CMP-2025-7595,30,National,Connected TV,551037,508259,0.9224,30.74,15623.88,0.12,13749.01,10,9,N
2025-03-26,2025,Q1,Mar,Streaming,StreamNow,Weekend Life,Reality,Early Fringe,SecureBank,Finance,CMP-2025-9488,15,National,Mobile,552685,531766,0.9622,27.42,14581.02,0.1,13122.92,7,7,N
2025-03-26,2025,Q1,Mar,Streaming,ViewPoint,Family Nights,Comedy,Prime,NovaMed,Pharma,CMP-2025-4124,60,National,Mobile,177898,171092,0.9617,52.49,8980.62,0.15,7633.53,2,2,N
2025-03-26,2025,Q1,Mar,Streaming,ViewPoint,Sports Central,Sports,Late Night,Harvest Brands,Food & Beverage,CMP-2025-7690,30,Midwest,Mobile,679389,567189,0.8349,31.35,17781.38,0.15,15114.17,10,8,Y
2025-03-26,2025,Q1,Mar,Linear TV,Vista Broadcast,Championship Studio,Sports,Daytime,CloudWorks,Technology,CMP-2025-2115,30,West,TV,2097785,2003960,0.9553,24.0,48095.04,0.12,42323.64,26,25,N
2025-03-26,2025,Q1,Mar,Linear TV,Vista Broadcast,Reality Live,Reality,Early Fringe,Union Financial,Finance,CMP-2025-6408,15,South,TV,919527,906092,0.9854,20.44,18520.52,0.1,16668.47,11,11,N
2025-03-26,2025,Q1,Mar,Linear TV,Vista Broadcast,Market Desk,News,Late Night,UrbanMart,Retail,CMP-2025-7233,15,National,TV,927686,951243,1.0254,15.09,14354.26,0.12,12631.75,17,17,N
2025-03-26,2025,Q1,Mar,Linear TV,Vista Broadcast,Basketball Night,Sports,Prime,CloudWorks,Technology,CMP-2025-8909,15,National,TV,857432,791802,0.9235,41.18,32606.41,0.12,28693.64,10,9,N
2025-03-26,2025,Q1,Mar,Linear TV,Vista Broadcast,Championship Studio,Sports,Prime,Pixel Systems,Technology,CMP-2025-9838,15,Midwest,TV,2092489,1942083,0.9281,35.61,69157.58,0.1,62241.82,23,21,N
2025-03-26,2025,Q1,Mar,Streaming,Vista+,Sports Central,Sports,Prime,Star Studios,Entertainment,CMP-2025-7053,30,National,Web,556020,520562,0.9362,53.08,27631.43,0.12,24315.66,6,6,N
2025-03-26,2025,Q1,Mar,Streaming,Vista+,Reality Live,Reality,Early Morning,Harvest Brands,Food & Beverage,CMP-2025-7973,30,Northeast,Mobile,398528,369707,0.9277,21.86,8081.8,0.12,7111.98,4,4,N
2025-03-26,2025,Q1,Mar,Streaming,Vista+,Legacy,Drama,Prime,HomeHub,Retail,CMP-2025-8160,30,Northeast,Mobile,1040718,1105197,1.062,44.61,49302.84,0.1,44372.56,12,12,N
2025-03-27,2025,Q1,Mar,Linear TV,Metro TV,Prime Drama,Drama,Prime,Velocity Cars,Auto,CMP-2025-3360,30,South,TV,1543952,1634090,1.0584,31.11,50836.54,0.12,44736.16,19,19,N
2025-03-27,2025,Q1,Mar,Linear TV,Metro TV,Basketball Night,Sports,Early Fringe,Apex Motors,Auto,CMP-2025-4825,15,National,TV,865240,854458,0.9875,29.91,25556.84,0.12,22490.02,11,11,N
2025-03-27,2025,Q1,Mar,Linear TV,Metro TV,Family Nights,Comedy,Late Night,CloudWorks,Technology,CMP-2025-9670,30,South,TV,1167130,967703,0.8291,22.04,21328.17,0.12,18768.79,16,13,Y
2025-03-27,2025,Q1,Mar,Linear TV,National One,Morning News,News,Prime,Union Financial,Finance,CMP-2025-1813,30,National,TV,591409,585237,0.9896,31.57,18475.93,0.12,16258.82,6,6,N
2025-03-27,2025,Q1,Mar,Linear TV,National One,Family Nights,Comedy,Prime,UrbanMart,Retail,CMP-2025-8373,30,National,TV,645028,594843,0.9222,26.74,15906.1,0.1,14315.49,9,8,N
2025-03-27,2025,Q1,Mar,Linear TV,National One,Weekend Life,Reality,Daytime,Summit Motors,Auto,CMP-2025-8590,30,National,TV,621253,535121,0.8614,22.35,11959.95,0.1,10763.96,8,7,Y
2025-03-27,2025,Q1,Mar,Linear TV,National One,Reality Live,Reality,Early Morning,NorthStar Auto,Auto,CMP-2025-9836,30,Northeast,TV,555506,588718,1.0598,20.94,12327.75,0.1,11094.98,7,7,N
2025-03-27,2025,Q1,Mar,Streaming,PlayWave,Prime Drama,Drama,Daytime,PlayHouse,Entertainment,CMP-2025-7731,15,National,Connected TV,838508,773587,0.9226,22.93,17738.35,0.12,15609.75,11,10,N
2025-03-27,2025,Q1,Mar,Linear TV,Prime Network,Weekend Life,Reality,Prime,SecureBank,Finance,CMP-2025-1064,30,National,TV,837148,743386,0.888,33.79,25119.01,0.12,22104.73,11,10,Y
2025-03-27,2025,Q1,Mar,Linear TV,Prime Network,Movie Premiere,Movies,Daytime,PlayHouse,Entertainment,CMP-2025-3680,30,Northeast,TV,445803,446051,1.0006,18.08,8064.6,0.1,7258.14,7,7,N
2025-03-27,2025,Q1,Mar,Linear TV,Prime Network,Night Shift,Drama,Early Fringe,WellLife,Pharma,CMP-2025-3721,30,South,TV,1213918,1202306,0.9904,21.95,26390.62,0.12,23223.75,18,18,N
2025-03-27,2025,Q1,Mar,Linear TV,Prime Network,Market Desk,News,Late Night,Velocity Cars,Auto,CMP-2025-7551,30,South,TV,1004920,952311,0.9476,27.32,26017.14,0.15,22114.57,17,16,N
2025-03-27,2025,Q1,Mar,Streaming,StreamNow,Talent Stage,Reality,Late Night,Metro Wireless,Telecom,CMP-2025-5057,30,National,Mobile,204025,194769,0.9546,28.74,5597.66,0.12,4925.94,2,2,N
2025-03-27,2025,Q1,Mar,Streaming,StreamNow,City Stories,Drama,Early Fringe,Everyday Retail,Retail,CMP-2025-7452,60,National,Connected TV,711102,731785,1.0291,36.51,26717.47,0.1,24045.72,8,8,N
2025-03-27,2025,Q1,Mar,Streaming,ViewPoint,Comedy Hour,Comedy,Daytime,Apex Motors,Auto,CMP-2025-3587,30,National,Tablet,632432,648355,1.0252,22.68,14704.69,0.15,12498.99,9,9,N
2025-03-27,2025,Q1,Mar,Streaming,ViewPoint,Classic Cinema,Movies,Late Night,NovaMed,Pharma,CMP-2025-5970,30,National,Mobile,94990,83786,0.8821,31.95,2676.96,0.15,2275.42,1,1,Y
2025-03-27,2025,Q1,Mar,Streaming,ViewPoint,Legacy,Drama,Late Night,ConnectMobile,Telecom,CMP-2025-7750,15,Northeast,Web,385879,281504,0.7295,24.77,6972.85,0.12,6136.11,7,5,Y
2025-03-27,2025,Q1,Mar,Streaming,ViewPoint,Classic Cinema,Movies,Daytime,BrightCard,Finance,CMP-2025-8390,30,West,Connected TV,507988,490668,0.9659,34.19,16775.94,0.1,15098.35,6,6,N
2025-03-27,2025,Q1,Mar,Streaming,ViewPoint,Legacy,Drama,Daytime,Vertex Devices,Technology,CMP-2025-8607,30,National,Connected TV,866961,853329,0.9843,35.52,30310.25,0.15,25763.71,13,13,N
2025-03-27,2025,Q1,Mar,Streaming,ViewPoint,Prime Drama,Drama,Late Night,Golden Foods,Food & Beverage,CMP-2025-8866,15,National,Connected TV,476488,487993,1.0241,27.49,13414.93,0.1,12073.44,7,7,N
2025-03-27,2025,Q1,Mar,Linear TV,Vista Broadcast,Championship Studio,Sports,Prime,NextLine,Telecom,CMP-2025-1792,30,West,TV,1520713,1637901,1.0771,39.32,64402.27,0.12,56674.0,29,29,N
2025-03-27,2025,Q1,Mar,Linear TV,Vista Broadcast,Basketball Night,Sports,Late Night,WellLife,Pharma,CMP-2025-6352,15,West,TV,1069645,809156,0.7565,28.45,23020.49,0.15,19567.42,22,17,Y
2025-03-27,2025,Q1,Mar,Linear TV,Vista Broadcast,Championship Studio,Sports,Early Morning,Vertex Devices,Technology,CMP-2025-6847,15,Northeast,TV,296541,310883,1.0484,19.35,6015.59,0.1,5414.03,5,5,N
